Text,Label
আপু তুমি এতে সুন্দর কেন,1
কি সুন্দর,1
এরা কারা?,0
অসাধারণ নাটক,1
আমিও কনফিউজড,1
নাটক নাম কিতা,1
এই ছবি টার অভিনয় অসাধারণ বাস্তবেরসাথে অনেক কিছু মিল আছে,1
এক কথায় অসাধারণ লেগেছে,1
অপেক্ষায় থাকলাম,1
অসাধারণ ওয়েব সিরিজ,1
"ভাল ছিল,",1
"মোশারফ তো সব সময় ই দারুন,",1
"ইন্তিখাব দিনার, দারুন অভিনয় করেছে।",1
"খুবই ভালো ছিল, তবে সময়কাল আরো কম রেখে বানানো যেত।",1
সেরা সিজন ২ এর অপেক্ষায়,1
"দেখা হয়ছে,শেষ টা সুন্দর হয়নি",2
গল্পের প্লট এবং কাস্টিং ভাল ছিল। তবে শেষে বড়সড় একটা সাসপেন্স আশা করেছিলাম সেটার কমতি ছিল।,1
শেষে এসে এতো তাড়াহুড়ো! ভালো লাগেনি। তবে প্রথম থেকে বেশ জমজমাট চলছিলো। ইন্তেখাব দিনার অসাধারণ অভিনয় করেছে।,1
দেখলাম। আরেকটু গতি আরেকটা টুইস্ট আশা করছিলাম। season 2 এর জন্য অপেক্ষা করছি।,1
প্রথমে অস্থির ছিলো।,1
এন্ডিংটা এক্টুও ভালো হয় নাই,2
দেখা শেষ!,0
ইন্তিখাব দিনার এর অভিনয় অসাধারণ লেগেছে । দৌড় ভালো হয়েছে । Season ২ তাড়াতাড়ি আসুক,1
একটা অন্যতম ফালতু সিনেমা। কোন বিষয় নেই উল্লেখ যোগ্য দু'টো একটি সংলাপ ছাড়া।,2
"দেখতে দেখতে রাত শেষ করে ফেলছি,অস্থির",1
"দৌড়ের দৌড় কম ছিল, শেষটা ভালো ছিল না।",2
শেষটা অখাদ্য,2
শেষের অংশ ভাল লাগেনি উত্তেজনা ছিল না।,2
দেখে সময় নষ্ট করলাম,2
আমার দেখা চড়ম ফালতু এটা সিরিজ,2
"গোজামিল দিয়ে শেষ করা হইছে, লাষ্ট ফিনিশিং একদমই ভালো লাগে নাই।",2
ফালতু,2
ফিনিশিং খুব বাজে মানে,2
প্রথমদিকে মনে হচ্ছিলো কি হচ্ছে! শেষের দিকে আসলে মনে হলো! ধুর হুদাই সময় টা লস করলাম।,2
ভাল লাগছে কিন্তু আরো দৌড় দরকার ছিল একটু স্লো,1
ভালো হয়নি!,2
হিন্দি ডাবিং দেখলাম ভালই লাগছে,1
দেখা শেষ,0
"প্রথম দিকটা খুবই ভালো লাগছে, কিন্তু ফিনিশিং কিছুই হয় নাই।",2
2 টা কবে দেখবো,1
ওসি হারুন স্যারের পরে কি হল জানতে চাই,1
আমার কাছে ভালো লেগেছে এবং আমার জীবনের সাথে অনেকটা মিল আছে।,1
ফালতু লেগেছে,2
ঢিলাঢালা গল্প।,2
মহানগর নাটক নাই কেনো?,0
কাহিনি তো বুজে গেলাম,0
এমন প্যাচানো প্যাচাইছে মাথায় খেলে না কে এই সিরিজের টার্ম কার্ড,2
